monster_code,OverrideNameTextID,NamePrefixID,OverridePartnerSkillTextID,IsPal,Tribe,BPClass,ZukanIndex,ZukanIndexSuffix,Size,Rarity,ElementType1,ElementType2,GenusCategory,Organization,weapon,WeaponEquip,HP,MeleeAttack,ShotAttack,Defense,Support,CraftSpeed,EnemyReceiveDamageRate,CaptureRateCorrect,ExpRatio,Price,AIResponse,AISightResponse,SlowWalkSpeed,WalkSpeed,RunSpeed,RideSprintSpeed,TransportSpeed,IsBoss,IsTowerBoss,BattleBGM,IgnoreLeanBack,IgnoreBlowAway,MaxFullStomach,FullStomachDecreaseRate,FoodAmount,ViewingDistance,ViewingAngle,HearingRate,NooseTrap,Nocturnal,BiologicalGrade,Predator,Edible,Stamina,MaleProbability,CombiRank,WorkSuitability_EmitFlame,WorkSuitability_Watering,WorkSuitability_Seeding,WorkSuitability_GenerateElectricity,WorkSuitability_Handcraft,WorkSuitability_Collection,WorkSuitability_Deforest,WorkSuitability_Mining,WorkSuitability_OilExtraction,WorkSuitability_ProductMedicine,WorkSuitability_Cool,WorkSuitability_Transport,WorkSuitability_MonsterFarm,PassiveSkill1,PassiveSkill2,PassiveSkill3,PassiveSkill4
BOSS_IceHorse,PAL_NAME_IceHorse,BOSS_NAME_IceHorse,PARTNERSKILL_IceHorse,True,EPalTribeID::IceHorse,BOSS_IceHorse,-1,,EPalSizeType::XL,20,EPalElementType::Ice,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,420,100,140,120,70,100,0.1,0.7,10.0,8440.0,Boss,None,120,120,1000,1600,440,True,False,EPalBattleBGMType::Legend,False,False,475,1.0,7,25,90,1.0,False,False,9,False,True,300,50,120,0,0,0,0,0,0,0,0,0,0,4,0,0,Legend,ElementBoost_Ice_2_PAL,None,None
BOSS_IceHorse_Dark,PAL_NAME_IceHorse_Dark,BOSS_NAME_IceHorse_Dark,PARTNERSKILL_IceHorse_Dark,True,EPalTribeID::IceHorse_Dark,BOSS_IceHorse_Dark,-1,,EPalSizeType::XL,20,EPalElementType::Dark,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,420,100,140,135,70,100,0.1,0.7,10.0,8560.0,Boss,None,120,120,1000,1600,440,True,False,EPalBattleBGMType::Legend,False,False,475,1.0,7,25,90,1.0,False,True,9,False,True,300,50,100,0,0,0,0,0,4,0,0,0,0,0,0,0,Legend,None,None,None
BOSS_JetDragon,PAL_NAME_JetDragon,BOSS_NAME_JetDragon,PARTNERSKILL_JetDragon,True,EPalTribeID::JetDragon,BOSS_JetDragon,-1,,EPalSizeType::XL,20,EPalElementType::Dragon,EPalElementType::None,EPalGenusCategoryType::Dragon,EPalOrganizationType::None,EPalWeaponType::None,False,330,100,140,110,100,100,0.1,0.7,10.0,8680.0,Boss,None,600,800,1700,3300,1250,True,False,EPalBattleBGMType::Legend,False,False,600,1.0,9,25,90,1.0,False,False,9,False,True,100,50,90,0,0,0,0,0,3,0,0,3,0,0,0,0,Legend,ElementBoost_Dragon_2_PAL,None,None
BOSS_Kelpie,PAL_NAME_Kelpie,BOSS_NAME_Kelpie,PARTNERSKILL_Kelpie,True,EPalTribeID::Kelpie,BOSS_Kelpie,-1,,EPalSizeType::L,1,EPalElementType::Water,EPalElementType::None,EPalGenusCategoryType::Dragon,EPalOrganizationType::None,EPalWeaponType::None,False,70,100,70,70,100,100,0.2,0.7,10.0,1260.0,NotInterested,None,50,100,700,900,400,True,False,EPalBattleBGMType::FieldBoss,False,False,100,1.0,1,25,90,1.0,False,False,9,False,True,100,50,1260,0,1,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
BOSS_Kelpie_Fire,PAL_NAME_Kelpie_Fire,BOSS_NAME_Kelpie_Fire,PARTNERSKILL_Kelpie_Fire,True,EPalTribeID::Kelpie_Fire,BOSS_Kelpie_Fire,-1,,EPalSizeType::L,2,EPalElementType::Fire,EPalElementType::None,EPalGenusCategoryType::Dragon,EPalOrganizationType::None,EPalWeaponType::None,False,70,100,70,70,100,100,0.2,0.7,10.0,1240.0,NotInterested,None,50,100,700,900,400,True,False,EPalBattleBGMType::FieldBoss,False,False,100,1.0,1,25,90,1.0,False,False,9,False,True,100,50,1270,1,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
BOSS_KingAlpaca,PAL_NAME_KingAlpaca,BOSS_NAME_KingAlpaca,PARTNERSKILL_KingAlpaca,True,EPalTribeID::KingAlpaca,BOSS_KingAlpaca,-1,,EPalSizeType::XL,8,EPalElementType::Normal,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,120,100,85,90,100,100,0.2,0.7,10.0,5800.0,NotInterested,None,80,80,500,800,290,True,False,EPalBattleBGMType::FieldBoss,False,False,475,1.0,7,25,90,1.0,False,False,9,False,True,100,90,470,0,0,0,0,0,1,0,0,0,0,0,0,0,None,None,None,None
BOSS_KingAlpaca_Ice,PAL_NAME_KingAlpaca_Ice,BOSS_NAME_KingAlpaca_Ice,PARTNERSKILL_KingAlpaca_Ice,True,EPalTribeID::KingAlpaca_Ice,BOSS_KingAlpaca_Ice,-1,,EPalSizeType::XL,9,EPalElementType::Ice,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,120,100,85,90,100,100,0.2,0.7,10.0,6100.0,NotInterested,None,80,80,500,800,290,True,False,EPalBattleBGMType::FieldBoss,False,False,475,1.0,7,25,90,1.0,False,False,9,False,True,100,90,440,0,0,0,0,0,1,0,0,0,0,3,0,0,None,None,None,None
BOSS_KingBahamut,PAL_NAME_KingBahamut,BOSS_NAME_KingBahamut,PARTNERSKILL_KingBahamut,True,EPalTribeID::KingBahamut,BOSS_KingBahamut,-1,,EPalSizeType::XL,9,EPalElementType::Fire,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,100,150,125,120,50,100,0.2,0.7,10.0,10520.0,Boss,None,150,400,700,1000,500,True,False,EPalBattleBGMType::FieldBoss,False,False,600,1.0,9,25,90,1.0,False,False,9,False,True,100,50,10,3,0,0,0,0,0,0,4,0,0,0,0,0,ElementBoost_Fire_2_PAL,None,None,None
BOSS_Kirin,PAL_NAME_Kirin,BOSS_NAME_Kirin,PARTNERSKILL_Kirin,True,EPalTribeID::Kirin,BOSS_Kirin,-1,,EPalSizeType::XL,5,EPalElementType::Electricity,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,80,110,105,105,100,100,0.2,0.63,10.0,4280.0,Boss,None,80,130,720,1200,425,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1.0,5,25,90,1.0,False,False,9,False,True,100,50,680,0,0,0,2,0,0,1,0,0,0,0,0,0,None,None,None,None
BOSS_Kitsunebi,PAL_NAME_Kitsunebi,BOSS_NAME_Kitsunebi,PARTNERSKILL_Kitsunebi,True,EPalTribeID::Kitsunebi,BOSS_Kitsunebi,-1,,EPalSizeType::S,1,EPalElementType::Fire,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,65,70,75,70,100,100,0.4,0.77,10.0,2560.0,NotInterested,None,40,80,400,550,240,True,False,EPalBattleBGMType::FieldBoss,False,False,150,1.0,2,25,90,1.0,False,False,9,False,True,100,50,1400,1,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
BOSS_LavaGirl,PAL_NAME_LavaGirl,BOSS_NAME_LavaGirl,PARTNERSKILL_LavaGirl,True,EPalTribeID::LavaGirl,BOSS_LavaGirl,-1,,EPalSizeType::S,1,EPalElementType::Fire,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,60,100,70,80,100,100,0.2,0.77,10.0,2500.0,NotInterested,None,65,98,250,375,140,True,False,EPalBattleBGMType::FieldBoss,False,False,150,1.0,2,25,90,1.0,False,False,9,False,True,100,50,1405,1,0,0,0,1,0,0,0,0,0,0,1,1,None,None,None,None
BOSS_LazyCatfish,PAL_NAME_LazyCatfish,BOSS_NAME_LazyCatfish,PARTNERSKILL_LazyCatfish,True,EPalTribeID::LazyCatfish,BOSS_LazyCatfish,-1,,EPalSizeType::XL,4,EPalElementType::Earth,EPalElementType::None,EPalGenusCategoryType::Fish,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,70,95,100,100,0.4,0.7,10.0,4690.0,NotInterested,None,100,150,450,600,300,True,False,EPalBattleBGMType::FieldBoss,False,False,300,1.0,4,25,90,1.0,False,False,9,False,True,100,50,895,0,1,0,0,0,0,0,2,1,0,0,1,0,None,None,None,None
BOSS_LazyDragon,PAL_NAME_LazyDragon,BOSS_NAME_LazyDragon,PARTNERSKILL_LazyDragon,True,EPalTribeID::LazyDragon,BOSS_LazyDragon,-1,,EPalSizeType::XL,8,EPalElementType::Dragon,EPalElementType::Water,EPalGenusCategoryType::Monster,EPalOrganizationType::None,EPalWeaponType::None,False,110,110,100,70,100,100,0.2,0.7,10.0,10240.0,Boss,None,40,60,650,900,150,True,False,EPalBattleBGMType::FieldBoss,False,False,475,1.0,7,25,90,1.0,False,False,9,True,True,100,50,280,0,2,0,0,0,0,0,0,0,0,0,1,0,PAL_FullStomach_Up_1,None,None,None
BOSS_LazyDragon_Electric,PAL_NAME_LazyDragon_Electric,BOSS_NAME_LazyDragon_Electric,PARTNERSKILL_LazyDragon_Electric,True,EPalTribeID::LazyDragon_Electric,BOSS_LazyDragon_Electric,-1,,EPalSizeType::XL,9,EPalElementType::Dragon,EPalElementType::Electricity,EPalGenusCategoryType::Monster,EPalOrganizationType::None,EPalWeaponType::None,False,110,110,110,75,100,100,0.2,0.7,10.0,10380.0,Boss,None,40,60,650,900,150,True,False,EPalBattleBGMType::FieldBoss,False,False,475,1.0,7,25,90,1.0,False,False,9,True,True,100,50,270,0,0,0,3,0,0,0,0,0,0,0,1,0,None,None,None,None
BOSS_LilyQueen,PAL_NAME_LilyQueen,BOSS_NAME_LilyQueen,PARTNERSKILL_LilyQueen,True,EPalTribeID::LilyQueen,BOSS_LilyQueen,-1,,EPalSizeType::XL,9,EPalElementType::Leaf,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,110,100,110,105,100,100,0.2,0.7,10.0,7160.0,Boss,None,60,100,450,550,275,True,False,EPalBattleBGMType::FieldBoss,False,False,400,1.0,6,25,90,1.0,False,False,9,False,True,100,30,250,0,0,4,0,3,2,0,0,0,3,0,0,0,ElementBoost_Leaf_2_PAL,None,None,None
BOSS_LilyQueen_Dark,PAL_NAME_LilyQueen_Dark,BOSS_NAME_LilyQueen_Dark,PARTNERSKILL_LilyQueen_Dark,True,EPalTribeID::LilyQueen_Dark,BOSS_LilyQueen_Dark,-1,,EPalSizeType::XL,10,EPalElementType::Dark,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,110,100,110,115,100,100,0.2,0.7,10.0,7610.0,Boss,None,60,100,450,550,275,True,False,EPalBattleBGMType::FieldBoss,False,False,400,1.0,6,25,90,1.0,False,False,9,False,True,100,30,210,0,0,0,0,3,2,0,0,0,3,0,0,0,None,None,None,None
BOSS_LittleBriarRose,PAL_NAME_LittleBriarRose,BOSS_NAME_LittleBriarRose,PARTNERSKILL_LittleBriarRose,True,EPalTribeID::LittleBriarRose,BOSS_LittleBriarRose,-1,,EPalSizeType::XL,1,EPalElementType::Leaf,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,80,80,80,80,100,100,0.2,0.7,10.0,1140.0,NotInterested,None,50,100,400,550,250,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1.0,5,25,90,1.0,False,False,9,False,True,100,50,1320,0,0,1,0,1,1,0,0,0,2,0,1,0,None,None,None,None
BOSS_LizardMan,PAL_NAME_LizardMan,BOSS_NAME_LizardMan,PARTNERSKILL_LizardMan,True,EPalTribeID::LizardMan,BOSS_LizardMan,-1,,EPalSizeType::XL,2,EPalElementType::Dark,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,80,90,80,50,100,100,0.4,0.7,10.0,1720.0,Boss,None,100,140,600,800,270,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1.0,3,25,90,1.0,False,True,9,True,True,100,50,1120,0,0,0,0,1,1,0,0,0,0,0,1,0,None,None,None,None
BOSS_LizardMan_Fire,PAL_NAME_LizardMan_Fire,BOSS_NAME_LizardMan_Fire,PARTNERSKILL_LizardMan_Fire,True,EPalTribeID::LizardMan_Fire,BOSS_LizardMan_Fire,-1,,EPalSizeType::XL,3,EPalElementType::Fire,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,80,90,80,50,100,100,0.2,0.7,10.0,1640.0,Boss,None,100,140,400,550,270,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1.0,3,25,90,1.0,False,False,9,True,True,100,50,1140,1,0,0,0,1,1,0,0,0,0,0,1,0,None,None,None,None
BOSS_Manticore,PAL_NAME_Manticore,BOSS_NAME_Manticore,PARTNERSKILL_Manticore,True,EPalTribeID::Manticore,BOSS_Manticore,-1,,EPalSizeType::XL,7,EPalElementType::Fire,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,105,100,110,80,100,100,0.2,0.7,10.0,4040.0,Boss,None,90,180,750,1000,465,True,False,EPalBattleBGMType::FieldBoss,False,False,475,1.0,7,25,90,1.0,False,False,9,True,True,100,50,710,3,0,0,0,0,0,2,0,0,0,0,0,0,None,None,None,None
BOSS_Manticore_Dark,PAL_NAME_Manticore_Dark,BOSS_NAME_Manticore_Dark,PARTNERSKILL_Manticore_Dark,True,EPalTribeID::Manticore_Dark,BOSS_Manticore_Dark,-1,,EPalSizeType::XL,8,EPalElementType::Fire,EPalElementType::Dark,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,105,100,115,80,100,100,0.2,0.7,10.0,4360.0,Boss,None,60,90,750,1000,420,True,False,EPalBattleBGMType::FieldBoss,False,False,475,1.0,7,25,90,1.0,False,True,9,True,True,100,50,670,3,0,0,0,0,0,2,0,0,0,0,0,0,None,None,None,None
BOSS_Monkey,PAL_NAME_Monkey,BOSS_NAME_Monkey,PARTNERSKILL_Monkey,True,EPalTribeID::Monkey,BOSS_Monkey,-1,,EPalSizeType::S,1,EPalElementType::Leaf,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,80,100,70,70,100,100,0.4,0.77,10.0,1280.0,NotInterested,None,48,48,300,400,174,True,False,EPalBattleBGMType::FieldBoss,False,False,150,1.0,2,25,90,1.0,False,False,9,False,True,100,50,1250,0,0,1,0,1,1,1,0,0,0,0,1,0,None,None,None,None
BOSS_MopBaby,PAL_NAME_MopBaby,BOSS_NAME_MopBaby,PARTNERSKILL_MopBaby,True,EPalTribeID::MopBaby,BOSS_MopBaby,-1,,EPalSizeType::S,1,EPalElementType::Ice,EPalElementType::None,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,False,60,100,60,60,100,100,0.4,0.77,10.0,1110.0,NotInterested,None,55,100,250,400,175,True,False,EPalBattleBGMType::FieldBoss,False,False,150,1.0,2,25,90,1.0,False,False,9,False,True,100,50,1300,0,0,0,0,0,1,0,0,0,0,1,0,0,None,None,None,None
BOSS_MopKing,PAL_NAME_MopKing,BOSS_NAME_MopKing,PARTNERSKILL_MopKing,True,EPalTribeID::MopKing,BOSS_MopKing,-1,,EPalSizeType::XL,6,EPalElementType::Ice,EPalElementType::None,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,90,90,100,100,0.4,0.7,10.0,6000.0,NotInterested,None,60,120,300,600,210,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1.0,3,25,90,1.0,False,False,9,False,True,100,50,410,0,0,0,0,0,2,0,0,0,0,2,0,0,None,None,None,None
BOSS_Mutant,PAL_NAME_Mutant,BOSS_NAME_Mutant,PARTNERSKILL_Mutant,True,EPalTribeID::Mutant,BOSS_Mutant,-1,,EPalSizeType::XL,6,EPalElementType::Normal,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,90,80,100,90,100,100,0.2,0.7,10.0,1760.0,Boss,None,80,130,500,650,315,True,False,EPalBattleBGMType::FieldBoss,False,False,150,1.0,2,25,90,1.0,False,False,9,False,True,100,50,1110,0,0,0,0,3,1,0,0,0,0,0,1,0,None,None,None,None
BOSS_NaughtyCat,PAL_NAME_NaughtyCat,BOSS_NAME_NaughtyCat,PARTNERSKILL_NaughtyCat,True,EPalTribeID::NaughtyCat,BOSS_NaughtyCat,-1,,EPalSizeType::XL,6,EPalElementType::Normal,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,110,100,80,80,100,100,0.2,0.7,10.0,5510.0,NotInterested,None,32,64,600,900,332,True,False,EPalBattleBGMType::FieldBoss,False,False,300,1.0,4,25,90,1.0,False,False,9,False,True,100,50,510,0,0,0,0,0,2,0,0,0,0,0,0,0,None,None,None,None
BOSS_NegativeKoala,PAL_NAME_NegativeKoala,BOSS_NAME_NegativeKoala,PARTNERSKILL_NegativeKoala,True,EPalTribeID::NegativeKoala,BOSS_NegativeKoala,-1,,EPalSizeType::M,1,EPalElementType::Dark,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,70,70,70,70,100,100,0.4,0.7,10.0,1050.0,Boss,None,10,10,300,400,100,True,False,EPalBattleBGMType::FieldBoss,False,False,150,1.0,2,25,90,1.0,False,True,9,False,True,100,50,1380,0,0,0,0,1,0,0,1,0,0,0,1,0,None,None,None,None
BOSS_NegativeOctopus,PAL_NAME_NegativeOctopus,BOSS_NAME_NegativeOctopus,PARTNERSKILL_NegativeOctopus,True,EPalTribeID::NegativeOctopus,BOSS_NegativeOctopus,-1,,EPalSizeType::XL,1,EPalElementType::Dark,EPalElementType::None,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,False,60,100,60,70,100,100,0.4,0.7,10.0,1200.0,NotInterested,None,60,120,400,550,260,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1.0,3,25,90,1.0,False,True,9,False,True,100,50,1290,0,0,0,0,0,1,0,0,0,0,0,2,0,None,None,None,None
BOSS_NightFox,PAL_NAME_NightFox,BOSS_NAME_NightFox,PARTNERSKILL_NightFox,True,EPalTribeID::NightFox,BOSS_NightFox,-1,,EPalSizeType::M,6,EPalElementType::Dark,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,75,70,85,70,140,100,0.4,0.7,10.0,1480.0,NotInterested,None,30,60,300,500,164,True,False,EPalBattleBGMType::FieldBoss,False,False,150,1.0,2,25,90,1.0,False,False,9,False,True,100,50,1180,0,0,0,0,0,1,0,0,0,0,0,0,0,None,None,None,None
BOSS_Penguin,PAL_NAME_Penguin,BOSS_NAME_Penguin,PARTNERSKILL_Penguin,True,EPalTribeID::Penguin,BOSS_Penguin,-1,,EPalSizeType::M,1,EPalElementType::Ice,EPalElementType::Water,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,70,70,75,70,100,100,0.4,0.63,10.0,1080.0,NotInterested,None,30,60,500,650,265,True,False,EPalBattleBGMType::FieldBoss,False,False,150,1.0,2,25,90,1.0,False,False,9,False,True,100,50,1350,0,1,0,0,1,0,0,0,0,0,1,1,0,None,None,None,None
BOSS_PinkCat,PAL_NAME_PInkCat,BOSS_NAME_PinkCat,PARTNERSKILL_PinkCat,True,EPalTribeID::PinkCat,BOSS_PinkCat,-1,,EPalSizeType::M,1,EPalElementType::Normal,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,70,70,70,70,100,100,0.4,1.05,10.0,1000.0,NotInterested,None,30,60,400,550,160,True,False,EPalBattleBGMType::FieldBoss,False,False,150,1.0,2,25,90,1.0,False,False,9,False,True,100,50,1460,0,0,0,0,1,1,0,1,0,0,0,1,0,PAL_ALLAttack_down1,None,None,None
BOSS_PinkKangaroo,PAL_NAME_PinkKangaroo,BOSS_NAME_PinkKangaroo,PARTNERSKILL_PinkKangaroo,True,EPalTribeID::PinkKangaroo,BOSS_PinkKangaroo,-1,,EPalSizeType::XL,0,EPalElementType::Normal,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,100,100,100,100,0.2,0.7,10.0,3660.0,Boss,None,-1,-1,-1,-1,-1,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1.0,5,25,90,1.0,False,False,9,False,True,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
BOSS_PinkLizard,PAL_NAME_PinkLizard,BOSS_NAME_PinkLizard,PARTNERSKILL_PinkLizard,True,EPalTribeID::PinkLizard,BOSS_PinkLizard,-1,,EPalSizeType::XL,5,EPalElementType::Normal,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,120,70,70,70,140,100,0.2,0.7,10.0,2450.0,Boss,None,90,170,750,850,460,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1.0,5,25,90,1.0,False,True,9,False,True,100,30,940,0,0,0,0,2,0,0,1,0,2,0,2,0,ElementResist_Normal_1_PAL,None,None,None
BOSS_PinkRabbit,PAL_NAME_PinkRabbit,BOSS_NAME_PinkRabbit,PARTNERSKILL_PinkRabbit,True,EPalTribeID::PinkRabbit,BOSS_PinkRabbit,-1,,EPalSizeType::S,1,EPalElementType::Normal,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,75,100,65,70,100,100,0.2,0.7,10.0,1160.0,NotInterested,None,50,100,245,350,172,True,False,EPalBattleBGMType::FieldBoss,False,False,150,1.0,2,25,90,1.0,False,False,9,False,True,100,50,1310,0,0,0,0,1,1,0,0,0,0,0,1,0,None,None,None,None
BOSS_PlantSlime,PAL_NAME_PlantSlime,BOSS_NAME_PlantSlime,PARTNERSKILL_PlantSlime,True,EPalTribeID::PlantSlime,BOSS_PlantSlime,-1,,EPalSizeType::XL,1,EPalElementType::Earth,EPalElementType::Leaf,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,False,70,100,70,70,100,100,0.4,0.91,10.0,1310.0,NotInterested,None,50,50,300,400,175,True,False,EPalBattleBGMType::FieldBoss,False,False,100,1.0,1,25,90,1.0,False,False,9,False,True,100,50,1240,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,None,None
BOSS_PlantSlime_Flower,PAL_NAME_PlantSlime,BOSS_NAME_PlantSlime,PARTNERSKILL_PlantSlime,True,EPalTribeID::PlantSlime,BOSS_PlantSlime_Flower,-1,,EPalSizeType::XL,1,EPalElementType::Earth,EPalElementType::Leaf,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,False,70,100,70,70,100,100,0.4,0.91,10.0,1310.0,NotInterested,None,50,50,300,400,175,True,False,EPalBattleBGMType::FieldBoss,False,False,100,1.0,1,25,90,1.0,False,False,9,False,True,100,50,1240,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,None,None
BOSS_QueenBee,PAL_NAME_QueenBee,BOSS_NAME_QueenBee,PARTNERSKILL_QueenBee,True,EPalTribeID::QueenBee,BOSS_QueenBee,-1,,EPalSizeType::XL,8,EPalElementType::Leaf,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,90,100,105,100,100,100,0.2,0.7,10.0,6830.0,Boss,None,150,250,450,550,350,True,False,EPalBattleBGMType::FieldBoss,False,False,475,1.0,7,25,90,1.0,False,False,9,False,True,100,10,330,0,0,2,0,2,2,1,0,0,2,0,0,0,None,None,None,None
BOSS_RaijinDaughter,PAL_NAME_RaijinDaughter,BOSS_NAME_RaijinDaughter,PARTNERSKILL_RaijinDaughter,True,EPalTribeID::RaijinDaughter,BOSS_RaijinDaughter,-1,,EPalSizeType::XL,2,EPalElementType::Electricity,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,70,110,80,70,100,100,0.2,0.7,10.0,1390.0,NotInterested,None,120,200,400,550,300,True,False,EPalBattleBGMType::FieldBoss,False,False,150,1.0,2,25,90,1.0,False,False,9,False,True,100,20,1210,0,0,0,1,1,0,0,0,0,0,0,1,0,None,None,None,None
BOSS_RedArmorBird,PAL_NAME_RedArmorBird,BOSS_NAME_RedArmorBird,PARTNERSKILL_RedArmorBird,True,EPalTribeID::RedArmorBird,BOSS_RedArmorBird,-1,,EPalSizeType::XL,7,EPalElementType::Fire,EPalElementType::None,EPalGenusCategoryType::Bird,EPalOrganizationType::None,EPalWeaponType::None,False,95,100,105,120,100,100,0.2,0.7,10.0,6720.0,Boss,None,100,200,800,1400,375,True,False,EPalBattleBGMType::FieldBoss,False,False,475,1.0,7,25,90,1.0,False,False,0,True,True,150,50,380,3,0,0,0,0,0,0,0,0,0,0,3,0,None,None,None,None
BOSS_RobinHood,PAL_NAME_RobinHood,BOSS_NAME_RobinHood,PARTNERSKILL_RobinHood,True,EPalTribeID::RobinHood,BOSS_RobinHood,-1,,EPalSizeType::XL,0,EPalElementType::Leaf,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,90,100,105,80,100,100,0.2,0.7,10.0,2050.0,Boss,None,100,100,600,750,400,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1.0,3,25,90,1.0,False,False,9,False,True,100,50,1020,0,0,1,0,2,2,1,0,0,1,0,2,0,None,None,None,None
BOSS_RobinHood_Ground,PAL_NAME_RobinHood_Ground,BOSS_NAME_RobinHood_Ground,PARTNERSKILL_RobinHood_Ground,True,EPalTribeID::RobinHood_Ground,BOSS_RobinHood_Ground,-1,,EPalSizeType::XL,6,EPalElementType::Leaf,EPalElementType::Earth,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,90,100,105,80,100,100,0.2,0.7,10.0,2150.0,Boss,None,100,100,600,750,400,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1.0,3,25,90,1.0,False,False,9,False,True,100,50,1000,0,0,0,0,2,2,1,0,0,1,0,2,0,None,None,None,None
BOSS_Ronin,PAL_NAME_Ronin,BOSS_NAME_Ronin,PARTNERSKILL_Ronin,True,EPalTribeID::Ronin,BOSS_Ronin,-1,,EPalSizeType::XL,7,EPalElementType::Fire,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,80,100,125,80,100,100,0.2,0.7,10.0,4520.0,Boss,None,80,160,600,900,320,True,False,EPalBattleBGMType::FieldBoss,False,False,300,1.0,4,25,90,1.0,False,False,9,False,True,100,50,640,2,0,0,0,1,1,3,0,0,0,0,2,0,None,None,None,None
