Item,OverrideName,OverrideDescription,IconName,TypeA,TypeB,Rank,Rarity,MaxStackCount,Weight,Price,SortID,bInTreasureBox,bNotConsumed,bEnableHandcraft,TechnologyTreeLock,ItemStaticClass,ItemDynamicClass,ItemActorClass,ItemStaticMeshName,VisualBlueprintClassName,VisualBlueprintClassSoft,DropItemType,Editor_RowNameHash,RestoreSatiety,RestoreConcentration,RestoreSanity,RestoreHealth,GrantEffect1Id,GrantEffect1Time,GrantEffect2Id,GrantEffect2Time,GrantEffect3Id,GrantEffect3Time,Durability,ElementType,bSleepWeapon,MagazineSize,SneakAttackRate,PhysicalAttackValue,HPValue,PhysicalDefenseValue,ShieldValue,MagicAttackValue,MagicDefenseValue,PassiveSkillName,WazaID,CorruptionFactor,FloatValue1
Head002_5,ITEM_NAME_Head002,ITEM_DESC_Head002,Head002,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,4,1,6.0,396,1164,False,False,False,0,CommonArmor,CommonArmor,Head002,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-48513548,0,0,0,0,0,0.0,0,0.0,0,0.0,660,EPalElementType::None,False,0,1.0,0,320,120,0,0,0,ElementResist_Ice_1,EPalWazaID::None,0.0,0.0
Head003,None,None,Head003,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,0,1,2.0,180,1170,False,False,False,0,CommonArmor,CommonArmor,Head003,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,308039462,0,0,0,0,0,0.0,0,0.0,0,0.0,150,EPalElementType::None,False,0,1.0,0,60,20,0,0,0,ElementResist_Leaf_1,EPalWazaID::None,0.0,0.0
Head003_2,ITEM_NAME_Head003,ITEM_DESC_Head003,Head003,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,1,1,2.0,216,1171,False,False,False,0,CommonArmor,CommonArmor,Head003,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,189756822,0,0,0,0,0,0.0,0,0.0,0,0.0,180,EPalElementType::None,False,0,1.0,0,90,30,0,0,0,ElementResist_Leaf_1,EPalWazaID::None,0.0,0.0
Head003_3,ITEM_NAME_Head003,ITEM_DESC_Head003,Head003,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,2,1,2.0,270,1172,False,False,False,0,CommonArmor,CommonArmor,Head003,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,305812646,0,0,0,0,0,0.0,0,0.0,0,0.0,225,EPalElementType::None,False,0,1.0,0,135,45,0,0,0,ElementResist_Leaf_1,EPalWazaID::None,0.0,0.0
Head003_4,ITEM_NAME_Head003,ITEM_DESC_Head003,Head003,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,3,1,2.0,324,1173,False,False,False,0,CommonArmor,CommonArmor,Head003,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-874307698,0,0,0,0,0,0.0,0,0.0,0,0.0,270,EPalElementType::None,False,0,1.0,0,180,60,0,0,0,ElementResist_Leaf_1,EPalWazaID::None,0.0,0.0
Head003_5,ITEM_NAME_Head003,ITEM_DESC_Head003,Head003,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,4,1,2.0,396,1174,False,False,False,0,CommonArmor,CommonArmor,Head003,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1658395483,0,0,0,0,0,0.0,0,0.0,0,0.0,330,EPalElementType::None,False,0,1.0,0,240,80,0,0,0,ElementResist_Leaf_1,EPalWazaID::None,0.0,0.0
Head004,None,None,Head004,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,0,1,4.0,180,1180,False,False,False,0,CommonArmor,CommonArmor,Head004,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,603045668,0,0,0,0,0,0.0,0,0.0,0,0.0,200,EPalElementType::None,False,0,1.0,0,60,20,0,0,0,ElementResist_Dark_1,EPalWazaID::None,0.0,0.0
Head004_2,ITEM_NAME_Head004,ITEM_DESC_Head004,Head004,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,1,1,4.0,216,1181,False,False,False,0,CommonArmor,CommonArmor,Head004,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1748023206,0,0,0,0,0,0.0,0,0.0,0,0.0,240,EPalElementType::None,False,0,1.0,0,90,30,0,0,0,ElementResist_Dark_1,EPalWazaID::None,0.0,0.0
Head004_3,ITEM_NAME_Head004,ITEM_DESC_Head004,Head004,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,2,1,4.0,270,1182,False,False,False,0,CommonArmor,CommonArmor,Head004,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,305697749,0,0,0,0,0,0.0,0,0.0,0,0.0,300,EPalElementType::None,False,0,1.0,0,135,45,0,0,0,ElementResist_Dark_1,EPalWazaID::None,0.0,0.0
Head004_4,ITEM_NAME_Head004,ITEM_DESC_Head004,Head004,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,3,1,4.0,324,1183,False,False,False,0,CommonArmor,CommonArmor,Head004,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,623286405,0,0,0,0,0,0.0,0,0.0,0,0.0,360,EPalElementType::None,False,0,1.0,0,180,60,0,0,0,ElementResist_Dark_1,EPalWazaID::None,0.0,0.0
Head004_5,ITEM_NAME_Head004,ITEM_DESC_Head004,Head004,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,4,1,4.0,396,1184,False,False,False,0,CommonArmor,CommonArmor,Head004,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,469827177,0,0,0,0,0,0.0,0,0.0,0,0.0,440,EPalElementType::None,False,0,1.0,0,240,80,0,0,0,ElementResist_Dark_1,EPalWazaID::None,0.0,0.0
Head005,None,None,Head005,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,0,1,3.0,180,1190,False,False,False,0,CommonArmor,CommonArmor,Head005,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,33867278,0,0,0,0,0,0.0,0,0.0,0,0.0,180,EPalElementType::None,False,0,1.0,0,70,25,0,0,0,ElementResist_Earth_1,EPalWazaID::None,0.0,0.0
Head005_2,ITEM_NAME_Head005,ITEM_DESC_Head005,Head005,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,1,1,3.0,216,1191,False,False,False,0,CommonArmor,CommonArmor,Head005,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,378110982,0,0,0,0,0,0.0,0,0.0,0,0.0,216,EPalElementType::None,False,0,1.0,0,105,37,0,0,0,ElementResist_Earth_1,EPalWazaID::None,0.0,0.0
Head005_3,ITEM_NAME_Head005,ITEM_DESC_Head005,Head005,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,2,1,3.0,270,1192,False,False,False,0,CommonArmor,CommonArmor,Head005,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,929303953,0,0,0,0,0,0.0,0,0.0,0,0.0,270,EPalElementType::None,False,0,1.0,0,157,56,0,0,0,ElementResist_Earth_1,EPalWazaID::None,0.0,0.0
Head005_4,ITEM_NAME_Head005,ITEM_DESC_Head005,Head005,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,3,1,3.0,324,1193,False,False,False,0,CommonArmor,CommonArmor,Head005,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,124699772,0,0,0,0,0,0.0,0,0.0,0,0.0,324,EPalElementType::None,False,0,1.0,0,210,75,0,0,0,ElementResist_Earth_1,EPalWazaID::None,0.0,0.0
Head005_5,ITEM_NAME_Head005,ITEM_DESC_Head005,Head005,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,4,1,3.0,396,1194,False,False,False,0,CommonArmor,CommonArmor,Head005,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1729896014,0,0,0,0,0,0.0,0,0.0,0,0.0,396,EPalElementType::None,False,0,1.0,0,280,100,0,0,0,ElementResist_Earth_1,EPalWazaID::None,0.0,0.0
Head006,None,None,Head006,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,0,1,8.0,180,1200,False,False,False,0,CommonArmor,CommonArmor,Head006,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-909005443,0,0,0,0,0,0.0,0,0.0,0,0.0,400,EPalElementType::None,False,0,1.0,0,80,30,0,0,0,ElementResist_Thunder_1,EPalWazaID::None,0.0,0.0
Head006_2,ITEM_NAME_Head006,ITEM_DESC_Head006,Head006,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,1,1,8.0,216,1201,False,False,False,0,CommonArmor,CommonArmor,Head006,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,1040211290,0,0,0,0,0,0.0,0,0.0,0,0.0,480,EPalElementType::None,False,0,1.0,0,120,45,0,0,0,ElementResist_Thunder_1,EPalWazaID::None,0.0,0.0
Head006_3,ITEM_NAME_Head006,ITEM_DESC_Head006,Head006,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,2,1,8.0,270,1202,False,False,False,0,CommonArmor,CommonArmor,Head006,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,1157160044,0,0,0,0,0,0.0,0,0.0,0,0.0,600,EPalElementType::None,False,0,1.0,0,180,67,0,0,0,ElementResist_Thunder_1,EPalWazaID::None,0.0,0.0
Head006_4,ITEM_NAME_Head006,ITEM_DESC_Head006,Head006,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,3,1,8.0,324,1203,False,False,False,0,CommonArmor,CommonArmor,Head006,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,1549772827,0,0,0,0,0,0.0,0,0.0,0,0.0,720,EPalElementType::None,False,0,1.0,0,240,90,0,0,0,ElementResist_Thunder_1,EPalWazaID::None,0.0,0.0
Head006_5,ITEM_NAME_Head006,ITEM_DESC_Head006,Head006,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,4,1,8.0,396,1204,False,False,False,0,CommonArmor,CommonArmor,Head006,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,162505436,0,0,0,0,0,0.0,0,0.0,0,0.0,880,EPalElementType::None,False,0,1.0,0,320,120,0,0,0,ElementResist_Thunder_1,EPalWazaID::None,0.0,0.0
Head007,None,None,Head007,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,0,1,4.0,180,1210,False,False,False,0,CommonArmor,CommonArmor,Head007,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,1981982243,0,0,0,0,0,0.0,0,0.0,0,0.0,200,EPalElementType::None,False,0,1.0,0,70,25,0,0,0,ElementResist_Fire_1,EPalWazaID::None,0.0,0.0
Head007_2,ITEM_NAME_Head007,ITEM_DESC_Head007,Head007,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,1,1,4.0,216,1211,False,False,False,0,CommonArmor,CommonArmor,Head007,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,1719914669,0,0,0,0,0,0.0,0,0.0,0,0.0,240,EPalElementType::None,False,0,1.0,0,105,37,0,0,0,ElementResist_Fire_1,EPalWazaID::None,0.0,0.0
Head007_3,ITEM_NAME_Head007,ITEM_DESC_Head007,Head007,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,2,1,4.0,270,1212,False,False,False,0,CommonArmor,CommonArmor,Head007,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1693760736,0,0,0,0,0,0.0,0,0.0,0,0.0,300,EPalElementType::None,False,0,1.0,0,157,56,0,0,0,ElementResist_Fire_1,EPalWazaID::None,0.0,0.0
Head007_4,ITEM_NAME_Head007,ITEM_DESC_Head007,Head007,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,3,1,4.0,324,1213,False,False,False,0,CommonArmor,CommonArmor,Head007,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1042493731,0,0,0,0,0,0.0,0,0.0,0,0.0,360,EPalElementType::None,False,0,1.0,0,210,75,0,0,0,ElementResist_Fire_1,EPalWazaID::None,0.0,0.0
Head007_5,ITEM_NAME_Head007,ITEM_DESC_Head007,Head007,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,4,1,4.0,396,1214,False,False,False,0,CommonArmor,CommonArmor,Head007,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1780138932,0,0,0,0,0,0.0,0,0.0,0,0.0,440,EPalElementType::None,False,0,1.0,0,280,100,0,0,0,ElementResist_Fire_1,EPalWazaID::None,0.0,0.0
Head008,None,None,Head008,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,0,1,5.0,180,1220,False,False,False,0,CommonArmor,CommonArmor,Head008,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,1948264968,0,0,0,0,0,0.0,0,0.0,0,0.0,250,EPalElementType::None,False,0,1.0,0,70,25,0,0,0,ElementResist_Aqua_1,EPalWazaID::None,0.0,0.0
Head008_2,ITEM_NAME_Head008,ITEM_DESC_Head008,Head008,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,1,1,5.0,216,1221,False,False,False,0,CommonArmor,CommonArmor,Head008,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-681322163,0,0,0,0,0,0.0,0,0.0,0,0.0,300,EPalElementType::None,False,0,1.0,0,105,37,0,0,0,ElementResist_Aqua_1,EPalWazaID::None,0.0,0.0
Head008_3,ITEM_NAME_Head008,ITEM_DESC_Head008,Head008,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,2,1,5.0,270,1222,False,False,False,0,CommonArmor,CommonArmor,Head008,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,1217360284,0,0,0,0,0,0.0,0,0.0,0,0.0,375,EPalElementType::None,False,0,1.0,0,157,56,0,0,0,ElementResist_Aqua_1,EPalWazaID::None,0.0,0.0
Head008_4,ITEM_NAME_Head008,ITEM_DESC_Head008,Head008,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,3,1,5.0,324,1223,False,False,False,0,CommonArmor,CommonArmor,Head008,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,163292891,0,0,0,0,0,0.0,0,0.0,0,0.0,450,EPalElementType::None,False,0,1.0,0,210,75,0,0,0,ElementResist_Aqua_1,EPalWazaID::None,0.0,0.0
Head008_5,ITEM_NAME_Head008,ITEM_DESC_Head008,Head008,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,4,1,5.0,396,1224,False,False,False,0,CommonArmor,CommonArmor,Head008,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,1748653027,0,0,0,0,0,0.0,0,0.0,0,0.0,550,EPalElementType::None,False,0,1.0,0,280,100,0,0,0,ElementResist_Aqua_1,EPalWazaID::None,0.0,0.0
Head009,None,None,Head009,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,0,1,3.0,180,1230,False,False,False,0,CommonArmor,CommonArmor,Head009,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1293275814,0,0,0,0,0,0.0,0,0.0,0,0.0,180,EPalElementType::None,False,0,1.0,0,70,25,0,0,0,TemperatureResist_Heat1,EPalWazaID::None,0.0,0.0
Head009_2,ITEM_NAME_Head009,ITEM_DESC_Head009,Head009,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,1,1,3.0,216,1231,False,False,False,0,CommonArmor,CommonArmor,Head009,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,60703262,0,0,0,0,0,0.0,0,0.0,0,0.0,216,EPalElementType::None,False,0,1.0,0,105,37,0,0,0,TemperatureResist_Heat1,EPalWazaID::None,0.0,0.0
Head009_3,ITEM_NAME_Head009,ITEM_DESC_Head009,Head009,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,2,1,3.0,270,1232,False,False,False,0,CommonArmor,CommonArmor,Head009,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,1074558340,0,0,0,0,0,0.0,0,0.0,0,0.0,270,EPalElementType::None,False,0,1.0,0,157,56,0,0,0,TemperatureResist_Heat1,EPalWazaID::None,0.0,0.0
Head009_4,ITEM_NAME_Head009,ITEM_DESC_Head009,Head009,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,3,1,3.0,324,1233,False,False,False,0,CommonArmor,CommonArmor,Head009,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,1460506372,0,0,0,0,0,0.0,0,0.0,0,0.0,324,EPalElementType::None,False,0,1.0,0,210,75,0,0,0,TemperatureResist_Heat1,EPalWazaID::None,0.0,0.0
Head009_5,ITEM_NAME_Head009,ITEM_DESC_Head009,Head009,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,4,1,3.0,396,1234,False,False,False,0,CommonArmor,CommonArmor,Head009,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-288372060,0,0,0,0,0,0.0,0,0.0,0,0.0,396,EPalElementType::None,False,0,1.0,0,280,100,0,0,0,TemperatureResist_Heat1,EPalWazaID::None,0.0,0.0
Head010,None,None,Head010,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,0,1,5.0,180,1240,False,False,False,0,CommonArmor,CommonArmor,Head010,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-376905259,0,0,0,0,0,0.0,0,0.0,0,0.0,200,EPalElementType::None,False,0,1.0,0,80,30,0,0,0,WorkSpeed_ACC_up1,EPalWazaID::None,0.0,0.0
Head010_2,ITEM_NAME_Head010,ITEM_DESC_Head010,Head010,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,1,1,5.0,216,1241,False,False,False,0,CommonArmor,CommonArmor,Head010,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-772818457,0,0,0,0,0,0.0,0,0.0,0,0.0,240,EPalElementType::None,False,0,1.0,0,120,45,0,0,0,WorkSpeed_ACC_up1,EPalWazaID::None,0.0,0.0
Head010_3,ITEM_NAME_Head010,ITEM_DESC_Head010,Head010,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,2,1,5.0,270,1242,False,False,False,0,CommonArmor,CommonArmor,Head010,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-947379932,0,0,0,0,0,0.0,0,0.0,0,0.0,300,EPalElementType::None,False,0,1.0,0,180,67,0,0,0,WorkSpeed_ACC_up1,EPalWazaID::None,0.0,0.0
Head010_4,ITEM_NAME_Head010,ITEM_DESC_Head010,Head010,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,3,1,5.0,324,1243,False,False,False,0,CommonArmor,CommonArmor,Head010,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,1613341687,0,0,0,0,0,0.0,0,0.0,0,0.0,360,EPalElementType::None,False,0,1.0,0,240,90,0,0,0,WorkSpeed_ACC_up1,EPalWazaID::None,0.0,0.0
Head010_5,ITEM_NAME_Head010,ITEM_DESC_Head010,Head010,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,4,1,5.0,396,1244,False,False,False,0,CommonArmor,CommonArmor,Head010,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1205662276,0,0,0,0,0,0.0,0,0.0,0,0.0,440,EPalElementType::None,False,0,1.0,0,320,120,0,0,0,WorkSpeed_ACC_up1,EPalWazaID::None,0.0,0.0
Head011,None,None,Head011,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,0,1,3.0,180,1250,False,False,False,0,CommonArmor,CommonArmor,Head011,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1417115354,0,0,0,0,0,0.0,0,0.0,0,0.0,180,EPalElementType::None,False,0,1.0,0,30,10,0,0,0,TemperatureResist_Heat1,EPalWazaID::None,0.0,0.0
Head011_2,ITEM_NAME_Head011,ITEM_DESC_Head011,Head011,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,1,1,3.0,216,1251,False,False,False,0,CommonArmor,CommonArmor,Head011,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1364224881,0,0,0,0,0,0.0,0,0.0,0,0.0,216,EPalElementType::None,False,0,1.0,0,45,15,0,0,0,TemperatureResist_Heat1,EPalWazaID::None,0.0,0.0
Head011_3,ITEM_NAME_Head011,ITEM_DESC_Head011,Head011,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,2,1,3.0,270,1252,False,False,False,0,CommonArmor,CommonArmor,Head011,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1717106574,0,0,0,0,0,0.0,0,0.0,0,0.0,270,EPalElementType::None,False,0,1.0,0,67,22,0,0,0,TemperatureResist_Heat1,EPalWazaID::None,0.0,0.0
Head011_4,ITEM_NAME_Head011,ITEM_DESC_Head011,Head011,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,3,1,3.0,324,1253,False,False,False,0,CommonArmor,CommonArmor,Head011,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,462984432,0,0,0,0,0,0.0,0,0.0,0,0.0,324,EPalElementType::None,False,0,1.0,0,90,30,0,0,0,TemperatureResist_Heat1,EPalWazaID::None,0.0,0.0
Head011_5,ITEM_NAME_Head011,ITEM_DESC_Head011,Head011,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,4,1,3.0,396,1254,False,False,False,0,CommonArmor,CommonArmor,Head011,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1645482461,0,0,0,0,0,0.0,0,0.0,0,0.0,396,EPalElementType::None,False,0,1.0,0,120,40,0,0,0,TemperatureResist_Heat1,EPalWazaID::None,0.0,0.0
Head012,None,None,Head012,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,0,1,4.0,180,1260,False,False,False,0,CommonArmor,CommonArmor,Head012,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-422063372,0,0,0,0,0,0.0,0,0.0,0,0.0,200,EPalElementType::None,False,0,1.0,0,60,20,0,0,0,ElementResist_Normal_1,EPalWazaID::None,0.0,0.0
Head012_2,ITEM_NAME_Head012,ITEM_DESC_Head012,Head012,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,1,1,4.0,216,1261,False,False,False,0,CommonArmor,CommonArmor,Head012,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,185259192,0,0,0,0,0,0.0,0,0.0,0,0.0,240,EPalElementType::None,False,0,1.0,0,90,30,0,0,0,ElementResist_Normal_1,EPalWazaID::None,0.0,0.0
Head012_3,ITEM_NAME_Head012,ITEM_DESC_Head012,Head012,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,2,1,4.0,270,1262,False,False,False,0,CommonArmor,CommonArmor,Head012,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,318442200,0,0,0,0,0,0.0,0,0.0,0,0.0,300,EPalElementType::None,False,0,1.0,0,135,45,0,0,0,ElementResist_Normal_1,EPalWazaID::None,0.0,0.0
Head012_4,ITEM_NAME_Head012,ITEM_DESC_Head012,Head012,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,3,1,4.0,324,1263,False,False,False,0,CommonArmor,CommonArmor,Head012,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-3466177,0,0,0,0,0,0.0,0,0.0,0,0.0,360,EPalElementType::None,False,0,1.0,0,180,60,0,0,0,ElementResist_Normal_1,EPalWazaID::None,0.0,0.0
Head012_5,ITEM_NAME_Head012,ITEM_DESC_Head012,Head012,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,4,1,4.0,396,1264,False,False,False,0,CommonArmor,CommonArmor,Head012,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,1566766524,0,0,0,0,0,0.0,0,0.0,0,0.0,440,EPalElementType::None,False,0,1.0,0,240,80,0,0,0,ElementResist_Normal_1,EPalWazaID::None,0.0,0.0
Head013,None,None,Head013,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,0,1,4.0,180,1260,False,False,False,0,CommonArmor,CommonArmor,Head013,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-2044174230,0,0,0,0,0,0.0,0,0.0,0,0.0,200,EPalElementType::None,False,0,1.0,0,60,20,0,0,0,ElementResist_Normal_1,EPalWazaID::None,0.0,0.0
Head013_2,ITEM_NAME_Head013,ITEM_DESC_Head013,Head013,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,1,1,4.0,216,1261,False,False,False,0,CommonArmor,CommonArmor,Head013,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1896395249,0,0,0,0,0,0.0,0,0.0,0,0.0,240,EPalElementType::None,False,0,1.0,0,90,30,0,0,0,ElementResist_Normal_1,EPalWazaID::None,0.0,0.0
Head013_3,ITEM_NAME_Head013,ITEM_DESC_Head013,Head013,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,2,1,4.0,270,1262,False,False,False,0,CommonArmor,CommonArmor,Head013,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1009217981,0,0,0,0,0,0.0,0,0.0,0,0.0,300,EPalElementType::None,False,0,1.0,0,135,45,0,0,0,ElementResist_Normal_1,EPalWazaID::None,0.0,0.0
Head013_4,ITEM_NAME_Head013,ITEM_DESC_Head013,Head013,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,3,1,4.0,324,1263,False,False,False,0,CommonArmor,CommonArmor,Head013,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,496709838,0,0,0,0,0,0.0,0,0.0,0,0.0,360,EPalElementType::None,False,0,1.0,0,180,60,0,0,0,ElementResist_Normal_1,EPalWazaID::None,0.0,0.0
Head013_5,ITEM_NAME_Head013,ITEM_DESC_Head013,Head013,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,4,1,4.0,396,1264,False,False,False,0,CommonArmor,CommonArmor,Head013,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-2118381698,0,0,0,0,0,0.0,0,0.0,0,0.0,440,EPalElementType::None,False,0,1.0,0,240,80,0,0,0,ElementResist_Normal_1,EPalWazaID::None,0.0,0.0
Head014,None,None,Head014,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,0,1,4.0,180,1260,False,False,False,0,CommonArmor,CommonArmor,Head014,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,1281805528,0,0,0,0,0,0.0,0,0.0,0,0.0,200,EPalElementType::None,False,0,1.0,0,60,20,0,0,0,ElementResist_Normal_1,EPalWazaID::None,0.0,0.0
